w_roll,alpha_adaptive,c_liu_T2,c_class_roll,c_rrh_075,c_rrh_085,c_rrh_adaptive
50,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
80,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
