method,pf,pm,td,detected,det_H25,det_H50,det_H100,mean_logBIR,max_logBIR,rep_id,job_id,scenario_id,block_id,rep_start,rep_end,study,fault_type,step_delta,w_roll,gamma_online,online_contamination,offline_contamination,eps_offline,alpha_adaptive,c_liu_T2,c_class_roll,c_rrh_075,c_rrh_085,c_rrh_adaptive
RRH_FD_085,0.04899777282850779,0.9460359760159893,13,1,1,1,1,0.15484390509689944,0.6822790503753735,957,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0378619153674833,0.950033311125916,13,1,1,1,1,0.1643986043872845,0.6683689278719296,957,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.0467706013363029,0.9953364423717521,70,1,0,0,1,0.05732337623745338,0.6161006117299292,958,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0378619153674833,0.9560293137908061,12,1,1,1,1,0.05732337623745338,0.6161006117299292,958,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.031180400890868598,0.9520319786808794,19,1,1,1,1,0.1406421408915079,0.954393608630058,958,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.0334075723830735,0.9447035309793471,12,1,1,1,1,0.09955708406645397,0.6972268222236426,958,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0378619153674833,0.9473684210526315,12,1,1,1,1,0.05732337623745338,0.6161006117299292,958,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.024498886414253896,0.9980013324450366,9,1,1,1,1,0.07054049118842215,0.4374449951240642,959,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0467706013363029,0.9460359760159893,2,1,1,1,1,0.07054049118842215,0.4374449951240642,959,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0334075723830735,0.9407061958694204,2,1,1,1,1,0.10833490931363808,0.5256285624455197,959,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.051224944320712694,0.9353764157228515,2,1,1,1,1,0.07239421080364009,0.5527345405214152,959,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.053452115812917596,0.9400399733510992,2,1,1,1,1,0.07054049118842215,0.4374449951240642,959,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.060133630289532294,1,NA,0,0,0,0,0.0656131269662803,0.8033819685645938,960,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.053452115812917596,0.9600266489007329,14,1,1,1,1,0.0656131269662803,0.8033819685645938,960,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0556792873051225,0.9593604263824117,14,1,1,1,1,0.11361559460898321,0.9207839967459375,960,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.05790645879732739,0.955363091272485,14,1,1,1,1,0.08366192296612214,0.8057552648183108,960,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.060133630289532294,0.9566955363091273,14,1,1,1,1,0.0656131269662803,0.8033819685645938,960,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.0378619153674833,0.9960026648900733,147,1,0,0,0,-0.005835297417937969,0.3833969131048862,961,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0467706013363029,0.9573617588274483,61,1,0,0,1,-0.005835297417937969,0.3833969131048862,961,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0378619153674833,0.9566955363091273,61,1,0,0,1,0.09631784352725578,0.36681217297205215,961,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.0378619153674833,0.9573617588274483,61,1,0,0,1,2.2329731000029194e-4,0.3398591625433429,961,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0400890868596882,0.9640239840106596,61,1,0,0,1,-0.005835297417937969,0.3833969131048862,961,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.024498886414253896,0.9993337774816788,218,1,0,0,0,-0.033949279198014,0.0824759638315733,962,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0400890868596882,0.9513657561625583,50,1,0,1,1,-0.033949279198014,0.0824759638315733,962,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.05790645879732739,0.9493670886075949,50,1,0,1,1,-0.020301137630293092,0.13724630790070513,962,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.05790645879732739,0.9473684210526315,50,1,0,1,1,-0.04985102459446577,0.08484926037501683,962,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.053452115812917596,0.9487008660892738,50,1,0,1,1,-0.033949279198014,0.0824759638315733,962,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.028953229398663696,0.9986675549633578,9,1,1,1,1,0.041220731938594386,0.48558086103378884,963,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.051224944320712694,0.9546968687541639,49,1,0,1,1,0.041220731938594386,0.48558086103378884,963,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.060133630289532294,0.9573617588274483,49,1,0,1,1,0.061329300456403675,0.477270289640078,963,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.066815144766147,0.9540306462358428,49,1,0,1,1,0.04657292811877544,0.48795415744998305,963,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.05790645879732739,0.9573617588274483,49,1,0,1,1,0.041220731938594386,0.48558086103378884,963,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.0400890868596882,0.9960026648900733,22,1,1,1,1,0.07533364849514985,0.4431379244157494,964,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.042316258351893093,0.9580279813457695,59,1,0,0,1,0.07533364849514985,0.4431379244157494,964,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0400890868596882,0.9493670886075949,0,1,1,1,1,0.17097246477019729,0.7341140820495387,964,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.042316258351893093,0.9460359760159893,0,1,1,1,1,0.09437516974796714,0.5013546274345755,964,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.044543429844097995,0.9480346435709527,0,1,1,1,1,0.07533364849514985,0.4431379244157494,964,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.0334075723830735,0.9966688874083944,57,1,0,0,1,-0.025508240129982433,0.1981989177408341,965,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.05790645879732739,0.9526982011992006,33,1,0,1,1,-0.025508240129982433,0.1981989177408341,965,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.04899777282850779,0.9540306462358428,53,1,0,0,1,-0.04392973513929905,0.10362391238364044,965,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.053452115812917596,0.9506995336442372,33,1,0,1,1,-0.03888386870174274,0.19027419251301225,965,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.04899777282850779,0.9533644237175216,33,1,0,1,1,-0.025508240129982433,0.1981989177408341,965,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.031180400890868598,0.9920053297801465,50,1,0,1,1,0.1297433465990146,0.323501831924367,966,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0467706013363029,0.9586942038640907,2,1,1,1,1,0.1297433465990146,0.323501831924367,966,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.035634743875278395,0.9566955363091273,2,1,1,1,1,0.17162786063632993,0.6527315816799621,966,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.04899777282850779,0.9493670886075949,2,1,1,1,1,0.13995656159719502,0.4418282189779674,966,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.04899777282850779,0.9566955363091273,2,1,1,1,1,0.1297433465990146,0.323501831924367,966,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.044543429844097995,0.8174550299800133,9,1,1,1,1,-0.017448060642869734,0.523472252944118,967,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0467706013363029,0.9513657561625583,44,1,0,1,1,-0.017448060642869734,0.523472252944118,967,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.05790645879732739,0.9540306462358428,48,1,0,1,1,0.0075810763933022935,0.4615420824052938,967,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.05790645879732739,0.9453697534976683,44,1,0,1,1,-0.004482013974487172,0.5258455492963252,967,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0556792873051225,0.9480346435709527,44,1,0,1,1,-0.017448060642869734,0.523472252944118,967,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.0378619153674833,0.9966688874083944,136,1,0,0,0,0.06721928838895674,0.4107586640162513,968,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.035634743875278395,0.9533644237175216,51,1,0,0,1,0.06721928838895674,0.4107586640162513,968,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.04899777282850779,0.9480346435709527,4,1,1,1,1,0.14123839913094172,0.6320707099815639,968,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.0467706013363029,0.9447035309793471,4,1,1,1,1,0.10639841924681669,0.4377799589627607,968,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.044543429844097995,0.9493670886075949,4,1,1,1,1,0.06721928838895674,0.4107586640162513,968,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.060133630289532294,0.9980013324450366,32,1,0,1,1,0.08715738353164439,0.5557581274501251,969,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.044543429844097995,0.9513657561625583,16,1,1,1,1,0.08715738353164439,0.5557581274501251,969,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.044543429844097995,0.9526982011992006,16,1,1,1,1,0.25218592533045786,1.0473181866405943,969,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.053452115812917596,0.9533644237175216,16,1,1,1,1,0.1495864875969085,0.5485226290013205,969,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.04899777282850779,0.9540306462358428,16,1,1,1,1,0.08715738353164439,0.5557581274501251,969,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.026726057906458798,0.9940039973351099,16,1,1,1,1,0.26955135191179586,0.7103993174059902,970,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.0467706013363029,0.9566955363091273,10,1,1,1,1,0.26955135191179586,0.7103993174059902,970,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0556792873051225,0.9573617588274483,10,1,1,1,1,0.2775518478319494,0.8073630450342764,970,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.060133630289532294,0.9546968687541639,10,1,1,1,1,0.26425860962599235,0.8526756670834663,970,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.05790645879732739,0.9546968687541639,10,1,1,1,1,0.26955135191179586,0.7103993174059902,970,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.022271714922048998,0.9940039973351099,73,1,0,0,1,0.07998920975883776,0.4477665012773029,971,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.042316258351893093,0.950033311125916,6,1,1,1,1,0.07998920975883776,0.4477665012773029,971,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.044543429844097995,0.9480346435709527,6,1,1,1,1,0.16240095812078692,1.1019956984875385,971,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.0400890868596882,0.9433710859427049,6,1,1,1,1,0.10771751871393966,0.7084861405035614,971,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.042316258351893093,0.9453697534976683,6,1,1,1,1,0.07998920975883776,0.4477665012773029,971,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.022271714922048998,0.9966688874083944,132,1,0,0,0,-0.006982839142333124,0.44010706240745456,972,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.04899777282850779,0.9540306462358428,5,1,1,1,1,-0.006982839142333124,0.44010706240745456,972,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.042316258351893093,0.9526982011992006,11,1,1,1,1,0.05406292308009564,0.6266519639777357,972,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.051224944320712694,0.9473684210526315,11,1,1,1,1,-0.017628762556444577,0.39436334241469506,972,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.04899777282850779,0.9493670886075949,11,1,1,1,1,-0.006982839142333124,0.44010706240745456,972,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.026726057906458798,1,NA,0,0,0,0,0.11223877016293082,0.44836829889789165,973,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.060133630289532294,0.9600266489007329,6,1,1,1,1,0.11223877016293082,0.44836829889789165,973,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0556792873051225,0.955363091272485,6,1,1,1,1,0.11628781360411945,0.45636394166125793,973,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.066815144766147,0.9487008660892738,6,1,1,1,1,0.10520310891218945,0.518684896043859,973,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0645879732739421,0.9520319786808794,6,1,1,1,1,0.11223877016293082,0.44836829889789165,973,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.04899777282850779,0.9926715522984677,70,1,0,0,1,0.08735054413719674,0.5217121059816581,974,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.060133630289532294,0.9506995336442372,24,1,1,1,1,0.08735054413719674,0.5217121059816581,974,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.051224944320712694,0.9533644237175216,24,1,1,1,1,0.13305198444907534,0.5809268142209438,974,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.0645879732739421,0.9473684210526315,24,1,1,1,1,0.10647231845420016,0.702480518706067,974,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.053452115812917596,0.9487008660892738,24,1,1,1,1,0.08735054413719674,0.5217121059816581,974,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.051224944320712694,0.9953364423717521,18,1,1,1,1,-6.808593141871269e-4,0.3241800792242886,975,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.044543429844097995,0.955363091272485,9,1,1,1,1,-6.808593141871269e-4,0.3241800792242886,975,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.053452115812917596,0.9493670886075949,9,1,1,1,1,0.10223235904550199,0.4236812352222037,975,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.0556792873051225,0.9493670886075949,21,1,1,1,1,0.025060187757184955,0.43575429449582614,975,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0556792873051225,0.9506995336442372,21,1,1,1,1,-6.808593141871269e-4,0.3241800792242886,975,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.028953229398663696,0.9980013324450366,278,1,0,0,0,-0.03810732857723145,0.2634890474438336,976,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.04899777282850779,0.9540306462358428,8,1,1,1,1,-0.03810732857723145,0.2634890474438336,976,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.044543429844097995,0.9506995336442372,8,1,1,1,1,-0.0021508906152093673,0.5807326269810034,976,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.04899777282850779,0.9473684210526315,8,1,1,1,1,-0.0100200281799295,0.4360998979969404,976,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.0400890868596882,0.9560293137908061,8,1,1,1,1,-0.03810732857723145,0.2634890474438336,976,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Liu_F_offline,0.035634743875278395,0.983344437041972,36,1,0,1,1,-0.01871680232195057,0.29983706654177666,977,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
Classical_Rolling,0.051224944320712694,0.9506995336442372,52,1,0,0,1,-0.01871680232195057,0.29983706654177666,977,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_075,0.0556792873051225,0.9467021985343105,52,1,0,0,1,0.0391102889923097,0.34149799080543364,977,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_085,0.060133630289532294,0.9407061958694204,52,1,0,0,1,0.004676842895060402,0.30221036295163195,977,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
RRH_FD_adaptive,0.053452115812917596,0.9427048634243838,52,1,0,0,1,-0.01871680232195057,0.29983706654177666,977,20,2,10,901,1000,clean,oscillation,0.06,50,0,none,none,0,0.875,9.458877175763885,6.853256436779176,7.505026270985082,7.134032100149046,7.186539362582045
