method,pf,pm,td,detected,det_H25,det_H50,det_H100,mean_logBIR,max_logBIR,rep_id,job_id,scenario_id,block_id,rep_start,rep_end,study,fault_type,step_delta,w_roll,gamma_online,online_contamination,offline_contamination,eps_offline,alpha_adaptive,c_liu_T2,c_class_roll,c_rrh_075,c_rrh_085,c_rrh_adaptive
Liu_F_offline,0.03818615751789976,0.9313790806129247,22,1,1,1,1,-0.10915641552347141,0.0034186087923941955,223,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.045346062052505964,0.944037308461026,10,1,1,1,1,-0.10915641552347141,0.0034186087923941955,223,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.059665871121718374,0.950033311125916,23,1,1,1,1,-0.0726207116184159,0.19641973945026336,223,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.050119331742243436,0.9460359760159893,10,1,1,1,1,-0.10440143576605092,0.05729600651145095,223,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.045346062052505964,0.9487008660892738,10,1,1,1,1,-0.10915641552347141,0.0034186087923941955,223,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.04295942720763723,0.8654230512991339,26,1,0,1,1,0.0856377907574351,0.4718360521737228,224,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.06682577565632458,0.9460359760159893,19,1,1,1,1,0.0856377907574351,0.4718360521737228,224,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.057279236276849645,0.9513657561625583,5,1,1,1,1,0.08402331850919853,0.5673734477183334,224,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9460359760159893,5,1,1,1,1,0.0569161550556942,0.4806916299850741,224,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.06443914081145585,0.9487008660892738,5,1,1,1,1,0.0856377907574351,0.4718360521737228,224,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.02386634844868735,0.9520319786808794,15,1,1,1,1,0.033265333652143715,0.3636796953661259,225,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.04295942720763723,0.9407061958694204,7,1,1,1,1,0.033265333652143715,0.3636796953661259,225,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.03579952267303103,0.9427048634243838,7,1,1,1,1,-0.006995757376496301,0.4912973406744081,225,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.03818615751789976,0.9373750832778148,7,1,1,1,1,0.024318017414002437,0.4303795291746306,225,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.031026252983293555,0.9400399733510992,7,1,1,1,1,0.033265333652143715,0.3636796953661259,225,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.014319809069212411,0.9846768820786143,4,1,1,1,1,0.15612356389710408,0.36647133093982287,226,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9526982011992006,4,1,1,1,1,0.15612356389710408,0.36647133093982287,226,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.059665871121718374,0.9487008660892738,4,1,1,1,1,0.17062074200633798,0.4661878358190954,226,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.057279236276849645,0.9473684210526315,4,1,1,1,1,0.1687024384129043,0.45932097449864084,226,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05489260143198091,0.9506995336442372,4,1,1,1,1,0.15612356389710408,0.36647133093982287,226,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.050119331742243436,0.960692871419054,20,1,1,1,1,0.10618484295240971,0.2961426868834067,227,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.059665871121718374,0.9473684210526315,22,1,1,1,1,0.10618484295240971,0.2961426868834067,227,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.045346062052505964,0.9506995336442372,20,1,1,1,1,0.1281890010100512,0.31655612146896406,227,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.0477326968973747,0.9473684210526315,20,1,1,1,1,0.11328652015969826,0.28432438030607976,227,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.045346062052505964,0.9487008660892738,20,1,1,1,1,0.10618484295240971,0.2961426868834067,227,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.028639618138424822,0.988674217188541,135,1,0,0,0,-0.07679081607946855,0.08656958740644427,228,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05250596658711217,0.9487008660892738,7,1,1,1,1,-0.07679081607946855,0.08656958740644427,228,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06682577565632458,0.9520319786808794,26,1,0,1,1,-0.04076523129722772,0.19833705425159653,228,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06205250596658711,0.950033311125916,26,1,0,1,1,-0.06937989206156824,0.13602521940051382,228,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.06205250596658711,0.9526982011992006,26,1,0,1,1,-0.07679081607946855,0.08656958740644427,228,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03341288782816229,0.9840106595602931,6,1,1,1,1,0.17640786080477835,0.5597493070025799,229,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9447035309793471,6,1,1,1,1,0.17640786080477835,0.5597493070025799,229,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.0477326968973747,0.9447035309793471,4,1,1,1,1,0.2608472684673644,0.6365413147780252,229,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.045346062052505964,0.9373750832778148,6,1,1,1,1,0.1830035453651953,0.6469653316957915,229,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.0477326968973747,0.9420386409060626,6,1,1,1,1,0.17640786080477835,0.5597493070025799,229,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.021479713603818614,0.9920053297801465,111,1,0,0,0,0.12878476293803964,0.36594266347541016,230,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.06443914081145585,0.9513657561625583,12,1,1,1,1,0.12878476293803964,0.36594266347541016,230,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.05250596658711217,0.9640239840106596,12,1,1,1,1,0.2523581647324281,0.5819711725719294,230,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05489260143198091,0.9600266489007329,12,1,1,1,1,0.16359896562036247,0.40448998624311017,230,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.04295942720763723,0.9600266489007329,12,1,1,1,1,0.12878476293803964,0.36594266347541016,230,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03579952267303103,0.9726848767488341,29,1,0,1,1,0.06818427219135023,0.33752271237020715,231,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05489260143198091,0.9513657561625583,3,1,1,1,1,0.06818427219135023,0.33752271237020715,231,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.05250596658711217,0.9593604263824117,3,1,1,1,1,0.079689418489725,0.7408101346947138,231,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05489260143198091,0.950033311125916,3,1,1,1,1,0.08319486442276909,0.3771392752205376,231,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05489260143198091,0.9533644237175216,3,1,1,1,1,0.06818427219135023,0.33752271237020715,231,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.04295942720763723,0.977348434377082,87,1,0,0,1,-0.06116743864932808,0.07757452685693167,232,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.045346062052505964,0.9453697534976683,39,1,0,1,1,-0.06116743864932808,0.07757452685693167,232,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06443914081145585,0.950033311125916,39,1,0,1,1,-0.002152069227268013,0.27456435289947123,232,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9460359760159893,39,1,0,1,1,-0.04131359736545017,0.12977673338075135,232,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05250596658711217,0.9460359760159893,39,1,0,1,1,-0.06116743864932808,0.07757452685693167,232,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.045346062052505964,0.9846768820786143,29,1,0,1,1,0.04793703485767929,0.25016140907879336,233,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05489260143198091,0.9493670886075949,18,1,1,1,1,0.04793703485767929,0.25016140907879336,233,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.03818615751789976,0.9487008660892738,18,1,1,1,1,0.1257313402417753,0.5169471007202091,233,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.045346062052505964,0.9433710859427049,18,1,1,1,1,0.09349238541586705,0.4907376667879726,233,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.04295942720763723,0.9467021985343105,18,1,1,1,1,0.04793703485767929,0.25016140907879336,233,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.045346062052505964,0.9933377748167888,76,1,0,0,1,0.026339777047696317,0.40016045469963135,234,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.07159904534606205,0.9520319786808794,21,1,1,1,1,0.026339777047696317,0.40016045469963135,234,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06443914081145585,0.9586942038640907,21,1,1,1,1,0.10665844070606662,0.5181327659055821,234,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9560293137908061,21,1,1,1,1,0.013624981350023333,0.43722856453845793,234,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.06205250596658711,0.9573617588274483,21,1,1,1,1,0.026339777047696317,0.40016045469963135,234,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.0405727923627685,0.7894736842105263,135,1,0,0,0,-0.07093695594943651,0.12700487138354966,235,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05250596658711217,0.9447035309793471,6,1,1,1,1,-0.07093695594943651,0.12700487138354966,235,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.057279236276849645,0.9420386409060626,6,1,1,1,1,-0.09498157077551286,0.07293816391750596,235,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.057279236276849645,0.9427048634243838,6,1,1,1,1,-0.10550302154290465,1.7763568394002505e-15,235,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05250596658711217,0.9467021985343105,6,1,1,1,1,-0.07093695594943651,0.12700487138354966,235,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03818615751789976,0.9353764157228515,24,1,1,1,1,0.04772673327665706,0.44433574363183226,236,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.059665871121718374,0.9447035309793471,13,1,1,1,1,0.04772673327665706,0.44433574363183226,236,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06205250596658711,0.9460359760159893,13,1,1,1,1,0.11446032884115839,0.6392524988398876,236,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.059665871121718374,0.9400399733510992,13,1,1,1,1,0.08863278268550141,0.5112518810141289,236,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.059665871121718374,0.9407061958694204,13,1,1,1,1,0.04772673327665706,0.44433574363183226,236,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.045346062052505964,0.9733510992671552,96,1,0,0,1,-0.0031767685635683647,0.15186838072012598,237,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.04295942720763723,0.9480346435709527,14,1,1,1,1,-0.0031767685635683647,0.15186838072012598,237,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.03818615751789976,0.9460359760159893,14,1,1,1,1,-0.021413865318124326,0.18755193539830373,237,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.045346062052505964,0.9433710859427049,14,1,1,1,1,-0.018576205793776373,0.19205739479498352,237,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.0405727923627685,0.9473684210526315,14,1,1,1,1,-0.0031767685635683647,0.15186838072012598,237,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.0477326968973747,0.9300466355762825,107,1,0,0,0,0.1205504191516328,0.31534423523053956,238,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.0405727923627685,0.9460359760159893,10,1,1,1,1,0.1205504191516328,0.31534423523053956,238,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.03341288782816229,0.9526982011992006,29,1,0,1,1,0.10702075079040367,0.3625249176231744,238,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.031026252983293555,0.9506995336442372,10,1,1,1,1,0.13371187658598735,0.37878856785824055,238,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.03579952267303103,0.9520319786808794,10,1,1,1,1,0.1205504191516328,0.31534423523053956,238,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.08591885441527446,0.9653564290473018,4,1,1,1,1,0.141566688366173,0.3904137822398006,239,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05250596658711217,0.9480346435709527,4,1,1,1,1,0.141566688366173,0.3904137822398006,239,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06205250596658711,0.9467021985343105,4,1,1,1,1,0.13207044885914593,0.4042409255074464,239,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.059665871121718374,0.9447035309793471,4,1,1,1,1,0.13584264397524043,0.37457268162666324,239,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.057279236276849645,0.9467021985343105,4,1,1,1,1,0.141566688366173,0.3904137822398006,239,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.04295942720763723,0.9546968687541639,25,1,1,1,1,-0.05489270771339358,0.08847633352246298,240,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.0477326968973747,0.9546968687541639,25,1,1,1,1,-0.05489270771339358,0.08847633352246298,240,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06205250596658711,0.9580279813457695,36,1,0,1,1,-0.027488701362566342,0.18924745182266456,240,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.057279236276849645,0.9526982011992006,25,1,1,1,1,-0.044613055971998626,0.1115913798771544,240,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.0477326968973747,0.9566955363091273,25,1,1,1,1,-0.05489270771339358,0.08847633352246298,240,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.021479713603818614,0.9653564290473018,28,1,0,1,1,-0.049547890924223244,0.23709850529121468,241,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.03818615751789976,0.9447035309793471,27,1,0,1,1,-0.049547890924223244,0.23709850529121468,241,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.045346062052505964,0.9467021985343105,28,1,0,1,1,-0.05184029822871621,0.22021425176239084,241,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.04295942720763723,0.9453697534976683,28,1,0,1,1,-0.04747340604176437,0.2252801982837882,241,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.04295942720763723,0.9513657561625583,27,1,0,1,1,-0.049547890924223244,0.23709850529121468,241,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03579952267303103,0.8254497001998667,7,1,1,1,1,0.1038201004245939,0.4047361305472803,242,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9400399733510992,7,1,1,1,1,0.1038201004245939,0.4047361305472803,242,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.03818615751789976,0.938707528314457,7,1,1,1,1,0.2779984478160885,0.5954264542662573,242,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.0477326968973747,0.9333777481678881,7,1,1,1,1,0.19437660536149115,0.5121910096043649,242,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.03818615751789976,0.9373750832778148,7,1,1,1,1,0.1038201004245939,0.4047361305472803,242,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03341288782816229,0.9933377748167888,33,1,0,1,1,0.003257710494729301,0.1929168869482556,243,53,6,3,201,300,clean,oscillation,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
