study,method,pf,pm,td_mean,det_H25_rate,det_H50_rate,det_H100_rate,mean_logBIR
contaminated_rolling,Classical_Rolling,0.058940503780167366,0.9505813069065068,39.145833333333336,0.3965,0.6651805555555556,0.9716527777777777,0.6077395657535317
contaminated_rolling,Liu_F_offline,0.047506265654724045,0.9521831741801762,30.463673767566274,0.6372916666666667,0.8275972222222222,0.9406805555555555,0.6077395657535317
contaminated_rolling,RRH_FD_075,0.060158141135698,0.9498040380487083,24.45501388888889,0.6367916666666666,0.8609305555555555,0.9870694444444444,0.6679060854136074
contaminated_rolling,RRH_FD_085,0.06387136475233865,0.9460856651121474,22.56548611111111,0.6644722222222222,0.8833333333333333,0.992,0.6303432233682891
contaminated_rolling,RRH_FD_adaptive,0.061156713717214775,0.9489050910504109,24.418222222222223,0.6324722222222222,0.8634861111111111,0.9891944444444445,0.6077395657535317
